Customer_names,Brand,Model,Engine_size,Fuel_type,Year_of_manufacture,Mileage,Price,purchase_place
Kavya Bhatia,Hyundai,Innova,1.4,Diesel,2000,155514,3828,Koramangala
Arjun Mishra,Tata,Baleno,1.4,Petrol,2010,119262,8038,Indiranagar
Neha Rao,Tata,Thar,2,Diesel,1993,236269,1429,Rajajinagar
Neha Krishnan,Mahindra,i20,1.8,Diesel,2007,106154,8650,Yelahanka
Pooja Iyer,Hyundai,Baleno,1,Petrol,2003,80619,5370,Malleswaram
Sneha Rao,Tata,Harrier,2,Diesel,2008,41466,18801,Hebbal
Vivek Gupta,Honda,City,2.4,Diesel,2002,121533,8788,Basavanagudi
Sanjay Choudhary,Honda,Thar,1.8,Petrol,1996,97639,4212,Koramangala
Meera Bhatia,Hyundai,Harrier,1.4,Diesel,2009,98681,10864,HSR Layout
Kiran Singh,Hyundai,Thar,1.8,Diesel,2012,102682,12386,Whitefield
Sneha Krishnan,Tata,Harrier,1.6,Petrol,2001,96558,4707,Jayanagar
Vivek Singh,Hyundai,Thar,1,Hybrid,2013,68571,17707,Jayanagar
Sneha Krishnan,Tata,Nexon,1.4,Hybrid,1999,147233,4589,Rajajinagar
Vivek Nair,Hyundai,Creta,1.2,Petrol,1998,116684,3242,Basavanagudi
Sneha Reddy,Hyundai,Nexon,1,Petrol,2011,75879,9457,Indiranagar
Ananya Nair,Tata,City,2.2,Hybrid,1999,226395,3412,Indiranagar
Vivek Choudhary,Hyundai,i20,2,Petrol,2013,93322,14228,Malleswaram
Ananya Iyer,Kia,Nexon,1.8,Petrol,2012,49108,16983,Jayanagar
Rohit Nair,Kia,Swift,1.4,Petrol,1989,345497,219,HSR Layout
Suresh Kumar,Mahindra,Swift,1,Petrol,1996,136479,2779,Hebbal
Pooja Kumar,Honda,Baleno,1.4,Diesel,2018,36040,31645,Basavanagudi
Sanjay Mehta,Kia,Nexon,1.8,Diesel,2017,23068,36160,Whitefield
Divya Nair,Hyundai,City,1,Hybrid,2019,43000,23908,Hebbal
Sneha Dutta,Maruti,Swift,1.2,Petrol,2007,102079,6590,Rajajinagar
Priya Kumar,Hyundai,Baleno,2.4,Hybrid,2003,122766,11197,Malleswaram
Ananya Mehta,Hyundai,Nexon,1.4,Hybrid,2013,62510,16773,Basavanagudi
Kiran Menon,Honda,Innova,1.6,Diesel,1988,202142,1245,Rajajinagar
Sanjay Mishra,Kia,Harrier,1.4,Diesel,1995,167374,2625,Hebbal
Rohit Singh,Kia,Innova,1.8,Diesel,1984,160251,1517,Jayanagar
Divya Mishra,Hyundai,Thar,1.4,Petrol,1992,168157,1551,Rajajinagar
Sneha Krishnan,Mahindra,Thar,1.2,Diesel,2011,63689,12412,Jayanagar
Pooja Bhatia,Kia,Seltos,1,Hybrid,2018,10266,34995,Indiranagar
Rohit Verma,Kia,Creta,1.4,Petrol,2019,22970,26486,Rajajinagar
Rohit Joshi,Kia,Nexon,1.8,Diesel,1993,187352,2097,Yelahanka
Divya Nair,Kia,Creta,2,Petrol,1996,163449,2232,Indiranagar
Rohit Joshi,Kia,Creta,1.6,Diesel,1990,188013,1685,Basavanagudi
Aishwarya Reddy,Honda,Thar,1.4,Petrol,2011,83218,9187,Whitefield
Deepak Krishnan,Mahindra,Harrier,1.4,Petrol,1992,273103,636,Yelahanka
Aishwarya Singh,Hyundai,Seltos,1.4,Petrol,2000,157899,2880,Hebbal
Sneha Deshmukh,Mahindra,Baleno,5,Petrol,1993,245154,3948,Rajajinagar
Aishwarya Mehta,Kia,Seltos,2.4,Petrol,1988,248209,1278,Indiranagar
Suresh Verma,Mahindra,Baleno,1.8,Hybrid,2007,83400,14395,Yelahanka
Pooja Rao,Tata,Thar,2.4,Hybrid,1992,221370,2338,Basavanagudi
Neha Krishnan,Mahindra,Nexon,2.4,Diesel,1994,104037,5884,Indiranagar
Manoj Nair,Kia,City,2.4,Petrol,1995,79765,7502,Hebbal
Rohit Choudhary,Hyundai,i20,1.4,Petrol,1988,92266,1860,Koramangala
Kiran Iyer,Tata,Seltos,1.2,Petrol,2020,22695,22672,Koramangala
Vivek Verma,Hyundai,Baleno,2,Hybrid,2019,25524,57222,Whitefield
Ananya Rao,Honda,Harrier,1.4,Diesel,1995,205520,1514,Jayanagar
Deepak Singh,Kia,Thar,2,Petrol,1993,148315,3228,Indiranagar
Divya Bhatia,Maruti,Seltos,1.6,Petrol,2017,26815,21495,Whitefield
Priya Deshmukh,Toyota,i20,1.8,Hybrid,2001,177230,5440,Malleswaram
Kavya Patel,Tata,Harrier,2.6,Petrol,2005,128019,20554,HSR Layout
Vivek Gupta,Toyota,Harrier,1.6,Petrol,2008,117775,6409,Yelahanka
Shalini Gupta,Maruti,Innova,1.4,Hybrid,1994,192847,1720,Jayanagar
Priya Mishra,Toyota,Innova,3,Petrol,2017,63143,52647,Jayanagar
Ajay Mishra,Mahindra,Creta,2,Petrol,1987,91205,4055,Koramangala
Manoj Reddy,Honda,Creta,1.4,Hybrid,2006,79806,12176,Yelahanka
Sanjay Joshi,Mahindra,City,2.2,Petrol,2000,197874,3546,Hebbal
Pooja Dutta,Maruti,Nexon,2.4,Petrol,1993,194103,2400,Rajajinagar
Priya Nair,Tata,Nexon,1.4,Petrol,2005,117759,4783,Koramangala
Suresh Nair,Kia,i20,1.8,Diesel,1991,280592,778,Hebbal
Rohit Iyer,Mahindra,Innova,1,Petrol,1996,73811,3047,HSR Layout
Manoj Mishra,Maruti,Nexon,2.2,Petrol,2004,157257,7242,HSR Layout
Arjun Menon,Maruti,Baleno,1.4,Diesel,2003,79264,8357,Yelahanka
Priya Rao,Mahindra,Thar,1.6,Diesel,2002,86889,8373,Koramangala
Manoj Krishnan,Kia,Seltos,3,Petrol,2011,65939,51618,Jayanagar
Divya Verma,Mahindra,City,1.4,Petrol,1992,154912,2169,Jayanagar
Manoj Choudhary,Maruti,Harrier,2,Petrol,1999,116222,5571,Indiranagar
Arjun Gupta,Kia,Thar,1.6,Diesel,2002,109576,7099,Indiranagar
Divya Bhatia,Tata,Nexon,1.8,Petrol,2016,12013,27452,Hebbal
Vivek Nair,Honda,Nexon,2,Diesel,2016,36164,22364,Malleswaram
Sanjay Menon,Mahindra,Harrier,1.4,Diesel,1989,279059,615,Hebbal
Sanjay Singh,Kia,Seltos,4.4,Petrol,1996,133017,11926,HSR Layout
Divya Deshmukh,Maruti,Baleno,2.2,Hybrid,2002,127897,9637,Basavanagudi
Ravi Mehta,Mahindra,Harrier,1.2,Petrol,2005,98950,5096,Malleswaram
Aishwarya Singh,Maruti,Innova,2,Diesel,2003,136634,6574,Rajajinagar
Arjun Pillai,Hyundai,Creta,1,Hybrid,1995,159858,2677,Koramangala
Kiran Reddy,Toyota,Creta,1.4,Petrol,2010,89309,9535,Yelahanka
Ajay Reddy,Honda,Seltos,2,Petrol,2014,57564,30815,Koramangala
Deepak Verma,Hyundai,Creta,1.2,Petrol,1999,172419,2208,Koramangala
Kiran Joshi,Maruti,Baleno,2,Petrol,2014,41797,18025,Whitefield
Ravi Rao,Hyundai,Swift,3,Petrol,2009,81306,20042,Hebbal
Sneha Kumar,Maruti,Swift,2,Diesel,2017,9677,38787,Yelahanka
Arjun Sharma,Hyundai,Baleno,1.4,Diesel,2013,62173,18251,Whitefield
Sneha Mehta,Kia,Thar,1.4,Petrol,2007,124845,7435,HSR Layout
Rohit Krishnan,Tata,Innova,1.6,Petrol,1997,214961,1927,Basavanagudi
Vivek Mishra,Mahindra,City,2,Petrol,1999,79480,8959,HSR Layout
Sanjay Dutta,Mahindra,Seltos,1.4,Hybrid,2005,118356,6616,Basavanagudi
Manoj Verma,Maruti,Harrier,1.6,Petrol,2012,71370,11685,Jayanagar
Arjun Singh,Toyota,Baleno,2.2,Petrol,2002,117715,8689,Yelahanka
Shalini Rao,Honda,Innova,3,Diesel,1990,138735,3856,Hebbal
Meera Mishra,Kia,Thar,2.6,Petrol,2016,51640,73522,Hebbal
Divya Bhatia,Kia,Swift,3,Petrol,2016,50769,37226,Whitefield
Divya Kumar,Mahindra,Seltos,1.2,Diesel,2007,101604,7304,Rajajinagar
Pooja Deshmukh,Toyota,Harrier,2.4,Petrol,1985,390862,266,Basavanagudi
Kavya Gupta,Maruti,Harrier,2.4,Hybrid,2007,126161,14239,Malleswaram
Arjun Gupta,Toyota,Nexon,3,Diesel,2004,171206,7504,Jayanagar
Ajay Nair,Kia,Seltos,1.4,Hybrid,1999,215481,1965,Basavanagudi
Divya Deshmukh,Hyundai,Swift,2,Petrol,2011,76238,11826,Basavanagudi
Arjun Kumar,Tata,Seltos,2.2,Hybrid,2000,99400,10463,Malleswaram
Vivek Verma,Hyundai,i20,1.8,Petrol,2012,38357,18130,Whitefield
Kiran Patel,Kia,i20,4,Petrol,2010,99393,25051,Indiranagar
Suresh Iyer,Kia,Baleno,1.4,Hybrid,2004,63810,11865,Malleswaram
Divya Mehta,Hyundai,Seltos,1,Hybrid,1998,155365,2611,HSR Layout
Ananya Deshmukh,Honda,Harrier,1,Hybrid,2019,32106,33154,Indiranagar
Deepak Singh,Kia,City,1.2,Petrol,2018,21533,23124,Jayanagar
Aishwarya Dutta,Hyundai,Nexon,3,Diesel,2007,56843,21676,Jayanagar
Ananya Menon,Tata,Swift,1.6,Petrol,2018,30779,22462,HSR Layout
Neha Kumar,Tata,City,1,Petrol,2012,52731,10160,Whitefield
Suresh Choudhary,Hyundai,Thar,1.4,Hybrid,1988,193146,1495,Basavanagudi
Ananya Bhatia,Tata,Creta,2.4,Hybrid,1989,227533,1810,Indiranagar
Ananya Reddy,Honda,City,1.2,Hybrid,2002,92861,6059,Hebbal
Sanjay Dutta,Kia,Swift,1.8,Diesel,1996,149360,3694,Malleswaram
Divya Sharma,Toyota,Creta,1.4,Diesel,1993,219686,958,Basavanagudi
Shalini Joshi,Tata,Thar,2,Petrol,1999,139069,4923,Indiranagar
Vivek Bhatia,Kia,i20,1.4,Petrol,1988,215934,676,HSR Layout
Rohit Iyer,Honda,Harrier,3,Petrol,2000,62512,12481,Hebbal
Sanjay Singh,Maruti,i20,2,Diesel,1998,180671,3239,Whitefield
Arjun Patel,Honda,i20,5,Petrol,1997,160521,10868,Hebbal
Sanjay Patel,Kia,Baleno,2,Diesel,2003,89297,9312,Yelahanka
Rohit Mehta,Honda,i20,1.6,Diesel,1993,193608,1960,Whitefield
Sanjay Patel,Kia,Swift,1,Petrol,2018,40161,23743,Malleswaram
Rohit Kumar,Honda,Creta,1.4,Diesel,1998,236257,1654,Whitefield
Meera Reddy,Honda,Swift,1.4,Diesel,2017,28932,29201,HSR Layout
Meera Sharma,Hyundai,Creta,1.2,Hybrid,1989,224393,862,Hebbal
Kiran Reddy,Maruti,i20,1.2,Petrol,2010,126097,7058,Indiranagar
Arjun Iyer,Tata,Innova,2,Petrol,2000,148971,5662,Whitefield
Neha Pillai,Toyota,Thar,1.8,Diesel,2011,52202,19303,Jayanagar
Ajay Bhatia,Honda,Seltos,2,Hybrid,1996,159492,4772,Hebbal
Meera Deshmukh,Honda,City,1.8,Hybrid,2016,40303,40785,HSR Layout
Meera Dutta,Tata,Baleno,1.4,Petrol,2006,109202,5598,Whitefield
Vivek Rao,Mahindra,Creta,1.2,Diesel,1991,190370,1226,Basavanagudi
Manoj Reddy,Hyundai,Creta,1.2,Petrol,2014,62983,12223,Jayanagar
Arjun Reddy,Honda,Harrier,1.6,Diesel,2011,84103,14726,Rajajinagar
Meera Gupta,Maruti,i20,2,Petrol,2003,99641,9627,Hebbal
Priya Patel,Tata,i20,1.2,Diesel,2006,141502,4234,Jayanagar
Vivek Patel,Toyota,Baleno,1.4,Hybrid,1999,202121,2213,HSR Layout
Kavya Mehta,Hyundai,Creta,2.2,Hybrid,1997,244673,2527,Hebbal
Sneha Reddy,Toyota,Nexon,1,Petrol,2003,128750,3335,Basavanagudi
Kavya Nair,Mahindra,i20,1,Petrol,1991,283121,375,Jayanagar
Manoj Patel,Maruti,Innova,1.2,Hybrid,2018,34238,25813,Basavanagudi
Ravi Pillai,Mahindra,Swift,2,Petrol,2010,115505,14362,HSR Layout
Pooja Sharma,Toyota,Harrier,2,Diesel,2013,67134,22308,Hebbal
Ajay Singh,Mahindra,Creta,5,Petrol,2015,30353,91630,Malleswaram
Aishwarya Joshi,Toyota,Seltos,3,Diesel,2016,43841,58407,Basavanagudi
Kavya Deshmukh,Kia,Innova,1.4,Petrol,1994,176596,1424,Indiranagar
Aishwarya Pillai,Honda,Nexon,1.8,Hybrid,2012,39670,26678,Rajajinagar
Deepak Nair,Mahindra,Baleno,1.2,Diesel,1996,229073,1212,Basavanagudi
Aishwarya Mehta,Mahindra,Swift,1.8,Petrol,2011,76847,15784,Yelahanka
Pooja Kumar,Honda,Swift,2,Petrol,1992,120774,3945,Koramangala
Meera Kumar,Hyundai,Baleno,1.6,Petrol,2014,76330,19096,Rajajinagar
Sneha Rao,Mahindra,i20,1.8,Diesel,1994,176736,2434,Koramangala
Manoj Patel,Honda,Seltos,1.8,Petrol,2013,52223,21197,Koramangala
Sanjay Deshmukh,Toyota,Seltos,2,Petrol,1990,110417,3736,Indiranagar
Ajay Verma,Kia,City,2,Diesel,2017,27352,35218,Basavanagudi
Suresh Dutta,Mahindra,Thar,1,Hybrid,2016,39565,25978,HSR Layout
Sanjay Bhatia,Maruti,Nexon,1.4,Petrol,2016,54911,15889,Jayanagar
Ravi Nair,Hyundai,Innova,2,Diesel,1995,258704,1539,Rajajinagar
Kiran Mishra,Kia,Baleno,1.8,Hybrid,2002,151113,6157,Rajajinagar
Rohit Mehta,Mahindra,Swift,1.8,Petrol,2011,57534,17937,Hebbal
Pooja Kumar,Tata,Seltos,3,Petrol,2006,57278,18342,Hebbal
Vivek Deshmukh,Mahindra,Nexon,1.6,Hybrid,2014,54418,21237,Indiranagar
Manoj Nair,Kia,Harrier,1.4,Petrol,2010,108499,10287,Jayanagar
Divya Gupta,Tata,Innova,4,Petrol,2018,47040,90632,Basavanagudi
Vivek Mishra,Kia,i20,1.8,Hybrid,2008,85410,15172,Basavanagudi
Suresh Iyer,Kia,Nexon,1.4,Hybrid,1996,158323,2775,Hebbal
Rohit Nair,Honda,Swift,4,Petrol,2016,24164,90739,Koramangala
Sanjay Sharma,Hyundai,Creta,1.4,Diesel,1990,214797,998,Whitefield
Kiran Joshi,Maruti,Harrier,1,Hybrid,2000,201991,2602,Yelahanka
Arjun Gupta,Hyundai,Seltos,1.8,Hybrid,2021,10083,57401,Rajajinagar
Sneha Deshmukh,Toyota,Seltos,1,Petrol,2021,12584,23990,Hebbal
Shalini Verma,Maruti,City,1.2,Petrol,1992,162560,1505,Jayanagar
Ravi Dutta,Tata,Swift,1.4,Petrol,1993,107961,2314,Rajajinagar
Neha Sharma,Tata,Seltos,2,Petrol,1997,220836,2728,Indiranagar
Ananya Verma,Toyota,Seltos,3,Petrol,2004,87768,27885,Malleswaram
Ajay Deshmukh,Maruti,Swift,4,Petrol,2013,54598,61947,Whitefield
Ravi Kumar,Toyota,i20,1.6,Diesel,2018,36962,33647,HSR Layout
Shalini Patel,Tata,Swift,2.6,Petrol,1998,178991,8478,Whitefield
Neha Kumar,Toyota,Harrier,1,Petrol,1996,77569,4306,Jayanagar
Shalini Gupta,Mahindra,Swift,2,Diesel,2011,95563,17749,Basavanagudi
Pooja Kumar,Mahindra,Harrier,3,Petrol,1987,318636,597,Jayanagar
Manoj Gupta,Kia,Harrier,1,Hybrid,2000,110147,5543,Whitefield
Divya Singh,Tata,Innova,3,Petrol,2006,134369,10524,Hebbal
Neha Pillai,Maruti,Swift,1,Petrol,1999,113810,2792,Hebbal
Priya Kumar,Tata,Baleno,2,Diesel,1998,158714,3899,Basavanagudi
Neha Mehta,Tata,i20,1.4,Petrol,2010,89277,8453,Basavanagudi
Vivek Iyer,Toyota,Thar,1.4,Petrol,1999,98383,5624,Whitefield
Kavya Krishnan,Kia,Innova,1,Hybrid,1995,56108,5784,Yelahanka
Suresh Pillai,Hyundai,Harrier,1.8,Diesel,2009,77451,15122,Hebbal
Sneha Gupta,Hyundai,City,1.4,Diesel,2002,177206,3645,Hebbal
Kiran Dutta,Mahindra,i20,3.5,Diesel,1997,119193,10558,Malleswaram
Sanjay Patel,Mahindra,Seltos,1.8,Hybrid,2004,61730,13638,HSR Layout
Manoj Deshmukh,Honda,City,2,Hybrid,1997,107056,7720,Yelahanka
Deepak Choudhary,Hyundai,Harrier,2,Petrol,2014,59195,30494,Indiranagar
Ananya Singh,Honda,Creta,1.2,Petrol,2013,59017,11732,Rajajinagar
Meera Joshi,Mahindra,Seltos,1.2,Hybrid,2014,31394,20100,Rajajinagar
Manoj Deshmukh,Tata,Creta,1.6,Petrol,2020,3162,35380,Whitefield
Neha Reddy,Toyota,i20,1.4,Diesel,2016,61516,23652,Indiranagar
Kavya Patel,Honda,City,1.4,Petrol,2018,29495,23881,Yelahanka
Meera Dutta,Maruti,Nexon,1.2,Petrol,2015,70284,12131,Koramangala
Arjun Menon,Mahindra,Swift,2,Petrol,2007,66184,13690,Malleswaram
Aishwarya Sharma,Honda,i20,1.8,Petrol,2008,121599,7834,Basavanagudi
Meera Patel,Tata,Creta,1.4,Petrol,1993,121249,2092,Yelahanka
Vivek Joshi,Toyota,i20,1.2,Petrol,1994,196813,1282,Koramangala
Shalini Patel,Mahindra,i20,1.6,Diesel,2008,79815,13123,Rajajinagar
Manoj Iyer,Kia,Harrier,1,Petrol,2000,233493,1114,Rajajinagar
Suresh Singh,Mahindra,Thar,1.6,Petrol,2022,3868,47955,Indiranagar
Aishwarya Krishnan,Tata,i20,2.4,Hybrid,2004,121778,12061,Whitefield
Vivek Patel,Tata,Innova,1.4,Petrol,2007,109441,8440,Indiranagar
Vivek Pillai,Mahindra,City,1,Hybrid,2004,80042,8991,Yelahanka
Pooja Choudhary,Honda,Baleno,1,Diesel,2002,96346,5910,HSR Layout
Meera Rao,Maruti,Baleno,1.6,Petrol,2011,96797,9152,Koramangala
Ravi Mehta,Honda,Baleno,2.4,Diesel,2008,89954,16572,Indiranagar
Deepak Rao,Kia,Baleno,1.2,Hybrid,1990,29185,4110,HSR Layout
Rohit Rao,Kia,City,2,Diesel,2018,43748,36118,Jayanagar
Rohit Dutta,Hyundai,Innova,1.4,Petrol,2004,167943,4291,Koramangala
Kiran Mishra,Toyota,City,1.4,Diesel,1986,291724,468,Jayanagar
Kavya Choudhary,Toyota,i20,4,Petrol,2020,21058,120534,Indiranagar
Kavya Patel,Mahindra,Creta,2.4,Hybrid,2014,46107,39790,Koramangala
Aishwarya Joshi,Hyundai,Innova,1.2,Hybrid,2011,51804,14552,Basavanagudi
Kiran Pillai,Toyota,Innova,1.6,Diesel,1996,102699,4740,HSR Layout
Shalini Mishra,Tata,Nexon,4,Petrol,2002,114000,13183,Malleswaram
Neha Menon,Hyundai,Nexon,2,Petrol,2005,128041,9342,Rajajinagar
Sneha Nair,Maruti,Innova,2,Petrol,2008,125359,9549,HSR Layout
Ravi Mishra,Mahindra,i20,2,Petrol,2002,79352,8975,Basavanagudi
Aishwarya Patel,Toyota,Harrier,1,Diesel,2015,39672,20471,Yelahanka
Kavya Singh,Kia,Innova,1.4,Petrol,2012,55278,12142,Jayanagar
Rohit Mishra,Honda,Thar,1.4,Petrol,1992,219333,856,Yelahanka
Deepak Bhatia,Hyundai,Seltos,1.8,Diesel,2021,9161,48172,Malleswaram
Sneha Deshmukh,Tata,Baleno,1.8,Hybrid,1999,63824,9639,Jayanagar
Suresh Rao,Tata,Innova,3.5,Petrol,2010,66120,34970,Koramangala
Vivek Pillai,Tata,Seltos,3,Diesel,2016,33691,45501,Malleswaram
Ananya Deshmukh,Mahindra,Innova,2.2,Hybrid,1989,39535,7487,Yelahanka
Aishwarya Pillai,Hyundai,Baleno,1,Hybrid,2008,100897,6723,Jayanagar
Kiran Rao,Kia,City,1.6,Petrol,2005,9000,14898,Basavanagudi
Divya Dutta,Tata,Harrier,1,Petrol,2003,128244,3348,Yelahanka
Suresh Gupta,Maruti,Innova,1.2,Petrol,1994,185271,1224,Jayanagar
Arjun Mishra,Tata,i20,2,Diesel,2002,65113,10278,Koramangala
Neha Iyer,Maruti,i20,3,Petrol,2009,88605,19043,Malleswaram
Arjun Patel,Mahindra,Swift,1.6,Petrol,1992,204601,1072,HSR Layout
Pooja Sharma,Mahindra,Baleno,2,Petrol,2008,90833,16490,Rajajinagar
Pooja Mehta,Mahindra,Harrier,2,Diesel,2000,95435,7708,Yelahanka
Aishwarya Singh,Mahindra,Seltos,1.6,Diesel,2014,23784,18796,Whitefield
Pooja Verma,Toyota,Thar,1.8,Petrol,2014,45431,19850,Rajajinagar
Shalini Krishnan,Kia,Creta,1,Hybrid,2004,78921,9061,Hebbal
Rohit Reddy,Maruti,Swift,2.4,Hybrid,1993,129564,5452,Malleswaram
Arjun Kumar,Toyota,Baleno,2,Petrol,1994,185797,2518,Malleswaram
Shalini Rao,Hyundai,Swift,1.4,Petrol,2016,49755,23187,Yelahanka
Ananya Sharma,Mahindra,Swift,1.8,Petrol,1998,124979,4664,Rajajinagar
Pooja Kumar,Maruti,Thar,1.8,Diesel,2018,24996,30681,Jayanagar
Priya Bhatia,Mahindra,City,1.8,Hybrid,2021,7047,47186,Yelahanka
Aishwarya Dutta,Tata,Swift,1.8,Diesel,2011,72306,17893,Yelahanka
Vivek Sharma,Kia,City,1.4,Diesel,2018,29973,31029,HSR Layout
Suresh Dutta,Toyota,City,1.6,Diesel,1992,109401,3649,Malleswaram
Shalini Choudhary,Hyundai,Baleno,1.4,Diesel,2018,11517,36296,Rajajinagar
Sneha Mehta,Hyundai,Innova,1,Hybrid,1999,186704,2783,Koramangala
Sneha Pillai,Honda,i20,2,Hybrid,2021,10345,57673,Yelahanka
Deepak Patel,Toyota,Seltos,1,Hybrid,2009,89362,9043,Whitefield
Kavya Deshmukh,Toyota,Creta,1.4,Diesel,1989,196547,1295,Rajajinagar
Ajay Joshi,Maruti,Nexon,1,Petrol,1999,115848,3987,Jayanagar
Arjun Menon,Maruti,Seltos,1.8,Petrol,2007,96384,10440,Hebbal
Priya Deshmukh,Maruti,Nexon,1.4,Petrol,1999,122780,3757,Whitefield
Priya Menon,Honda,Harrier,1.4,Diesel,2005,144558,6173,Koramangala
Meera Gupta,Maruti,Creta,1.8,Petrol,2010,94938,13614,Whitefield
Ravi Reddy,Tata,Harrier,3,Petrol,2009,73032,28922,Indiranagar
Neha Gupta,Honda,Thar,1.6,Diesel,1994,78513,4928,Indiranagar
Deepak Krishnan,Mahindra,Creta,1.2,Hybrid,1991,128236,2231,Whitefield
Manoj Joshi,Toyota,Innova,1.6,Petrol,2016,51086,24584,Jayanagar
Shalini Pillai,Maruti,i20,1.8,Hybrid,2010,104341,14570,Yelahanka
Ravi Patel,Tata,Innova,1,Petrol,2007,123648,4530,Yelahanka
Vivek Mishra,Honda,Baleno,1.4,Diesel,2001,123192,5600,Indiranagar
Shalini Rao,Tata,Innova,2,Petrol,2009,136032,10875,Jayanagar
Suresh Mishra,Maruti,Swift,2,Diesel,1989,44684,5195,Koramangala
Arjun Kumar,Kia,Seltos,1,Petrol,1999,96928,3165,Hebbal
Divya Verma,Toyota,Baleno,1.2,Petrol,1991,18859,3350,Rajajinagar
Shalini Rao,Kia,Baleno,1.8,Petrol,2002,151103,4898,Hebbal
Divya Mehta,Maruti,i20,1.6,Diesel,2013,44900,21756,Rajajinagar
Ravi Patel,Mahindra,Creta,1.2,Petrol,1993,232211,873,Basavanagudi
Aishwarya Joshi,Mahindra,Swift,3,Diesel,2016,22294,48552,Malleswaram
Sanjay Sharma,Kia,Thar,1.2,Petrol,2009,65554,8391,Rajajinagar
Suresh Bhatia,Honda,Innova,1.2,Petrol,2012,32809,12557,Koramangala
Deepak Pillai,Toyota,Swift,4.4,Petrol,1998,181780,9103,Jayanagar
Ajay Kumar,Hyundai,Nexon,1.4,Petrol,1992,62236,3452,Indiranagar
Kiran Menon,Toyota,Nexon,1.8,Diesel,2019,10094,41953,Koramangala
Kavya Menon,Maruti,Harrier,4.4,Petrol,2018,13728,115132,Malleswaram
Ravi Singh,Maruti,i20,1.2,Petrol,2014,42127,13934,Indiranagar
Ravi Iyer,Toyota,Nexon,2,Diesel,2017,37345,35112,Hebbal
Ajay Menon,Tata,Baleno,1.4,Diesel,1990,284272,620,Indiranagar
Vivek Mehta,Honda,Swift,1.8,Hybrid,2014,32823,31739,Rajajinagar
Meera Kumar,Kia,Baleno,1.4,Petrol,2005,28735,12625,Koramangala
Divya Rao,Hyundai,Swift,1.8,Hybrid,1991,220454,1625,Hebbal
Ananya Sharma,Honda,Swift,2,Petrol,2010,55984,18700,Koramangala
Deepak Kumar,Tata,Harrier,1.4,Petrol,2008,92818,8560,Whitefield
Suresh Gupta,Maruti,Nexon,1,Hybrid,2009,99308,10944,Indiranagar
Arjun Nair,Tata,City,1.4,Petrol,2006,142402,4213,HSR Layout
Ananya Choudhary,Kia,Seltos,2,Petrol,2018,32901,35048,Malleswaram
Divya Verma,Hyundai,Innova,1.8,Diesel,2018,25363,30618,Jayanagar
Kiran Pillai,Honda,Creta,1.2,Petrol,2014,54970,12869,Indiranagar
Meera Reddy,Maruti,Baleno,1.4,Hybrid,2004,78962,10718,Hebbal
Ravi Rao,Kia,City,1,Hybrid,2004,121340,6646,Malleswaram
Rohit Dutta,Mahindra,Nexon,2,Petrol,1993,201125,1867,Yelahanka
Manoj Menon,Kia,Thar,1.6,Diesel,2020,19699,40155,Koramangala
Rohit Krishnan,Toyota,Innova,1.4,Petrol,1994,195026,1214,HSR Layout
Kavya Pillai,Honda,Innova,1.4,Diesel,2012,69616,17175,Basavanagudi
Sanjay Pillai,Toyota,City,2,Hybrid,2012,8506,39353,Jayanagar
Shalini Choudhary,Kia,Swift,1,Petrol,1998,190565,2021,Rajajinagar
Divya Sharma,Mahindra,Swift,1.2,Petrol,1987,148398,1046,Hebbal
Pooja Sharma,Maruti,Nexon,2,Petrol,2018,32033,24932,Malleswaram
Priya Menon,Kia,Swift,2.4,Hybrid,2015,50412,41416,Whitefield
Divya Sharma,Maruti,Nexon,1.4,Petrol,1997,207427,1911,Malleswaram
Arjun Menon,Hyundai,City,1.2,Hybrid,1995,268839,898,Malleswaram
Kiran Dutta,Maruti,i20,1.2,Hybrid,2008,97543,8738,Malleswaram
Priya Patel,Mahindra,Innova,1.8,Hybrid,2011,80208,22584,Yelahanka
Pooja Pillai,Honda,Creta,1.6,Petrol,1994,154072,2668,Malleswaram
Sanjay Joshi,Mahindra,Nexon,1.4,Hybrid,1989,159722,1635,Whitefield
Sanjay Menon,Kia,Nexon,1,Petrol,2013,76594,10753,Jayanagar
Divya Menon,Toyota,Creta,2.2,Petrol,2007,76905,14745,Yelahanka
Kavya Joshi,Maruti,Swift,1.2,Petrol,1985,71982,1665,Indiranagar
Arjun Sharma,Mahindra,Thar,1.4,Diesel,1996,176574,2082,Jayanagar
Pooja Bhatia,Mahindra,Seltos,2.4,Petrol,2014,54250,28509,Yelahanka
Manoj Verma,Mahindra,Innova,1.8,Hybrid,2016,23882,38164,Indiranagar
Pooja Mishra,Honda,i20,2,Diesel,1998,119435,5389,Whitefield
Deepak Patel,Honda,i20,1.4,Diesel,1996,94150,4985,Malleswaram
Meera Patel,Maruti,Thar,1.2,Petrol,2013,65308,11262,Whitefield
Arjun Bhatia,Tata,Nexon,1.2,Petrol,2019,34182,19864,Koramangala
Neha Menon,Toyota,i20,1.6,Petrol,2015,86661,12847,Hebbal
Ajay Iyer,Hyundai,Baleno,1,Hybrid,2000,92165,6092,Indiranagar
Sneha Mehta,Maruti,City,1.4,Hybrid,2000,108871,6621,Koramangala
Ravi Choudhary,Tata,Harrier,1.6,Petrol,2019,20887,35870,Jayanagar
